100,'Checked by data originator. Valid measurement, overrides any invalid flags','V'
531,'Low recovery, analysis inaccurate','V'
532,'Data less accurate than normal due to high field blank value','V'
533,'Filters mixed up; incorrect analysis','I'
534,'Wrong coated denuder used','I'
540,'Spectral interference in laboratory analysis','I'
541,'Gold trap passiviated by unknown compound','I'
549,'Impure chemicals','I'
555,'Pollen and/or leaf contamination, but considered valid','V'
556,'Bird droppings, but considered valid','V'
557,'Insect contamination, but considered valid','V'
558,'Dust contamination, but considered valid','V'
559,'Unspecified contamination or local influence, but considered valid','V'
565,'Pollen and/or leaf contamination, considered invalid','I'
566,'Bird droppings, considered invalid','I'
567,'Insect contamination, considered invalid','I'
568,'Dust contamination, considered invalid','I'
578,'Large sea salt contribution (ratio between marine and excess sulphate is larger than 2.0). Used for old data only. For newer data use 451/450.','I'
591,'Agricultural contamination, considered invalid','I'
593,'Industrial contamination, considered invalid','I'
599,'Unspecified contamination or local influence','I'
620,'Too high filter breakthrough, considered invalid','I'
630,'POP concentration from the polyurethane foam (PUF) only','V'
632,'Lid of polyurethane foam (PUF) sampler not closed','V'
635,' Internal temperatures too far off target value, considered invalid','I'
640,'Instrument internal relative humidity above 40%','V'
641,'Aerosol filters installed incorrectly','I'
644,'Low instrument precision and/or calibration issues','V'
645,'Exceptional traffic nearby','V'
646,'Exceptional traffic nearby','I'
647,'Fire/wood burning nearby','V'
648,'Snow sampler','V'
649,'Temporary power fail has affected sampler operation','V'
650,'Precipitation collector failure','V'
651,'Agricultural activity nearby','V'
652,'Construction/acitivity nearby','V'
653,'Sampling period shorter than normal, considered representative. Observed values reported','V'
654,'Sampling period longer than normal, considered representative. Observed values reported','V'
655,'Estimated value created by averaging or splitting samples','V'
656,'Wet-only collector failure, operated as bulk collector','V'
657,'Precipitation collector overflow. Heavy snowfall/rain shower (squall)','V'
658,'Too small air volume','I'
659,'Unspecified sampling anomaly','I'
660,'Unspecified sampling anomaly, considered valid','V'
662,'Too high sampling flow, data considered valid','V'
663,'Too high sampling flow, data considered invalid','I'
664,'Instrument flow(s) too far off target value, considered invalid','I'
665,'Filter damaged, valid','V'
666,'Filter damaged, invalid','I'
668,'Moist or wet filter, valid','V'
669,'Moist or wet filter, invalid','I'
670,'Incomplete data acquisition for multi-component data sets','I'
674,'Icing or hoar frost in the intake, considered valid','V'
675,'no visibility data available','V'
676,'station inside cloud (visibility < 1000 m)','V'
677,'Icing or hoar frost in the intake','I'
678,'Hurricane','V'
679,'Unspecified meteorological condition','V'
680,'Undefined wind direction','V'
681,'Low data capture','I'
682,'Invalid due to calibration or zero/span check. Used for Level 0.','I'
683,'Invalid due to calibration. Used for Level 0.','I'
684,'Invalid due to zero/span check. Used for Level 0.','I'
685,'Invalid due to secondary standard gas measurement. Used for Level 0.','I'
699,'Mechanical problem, unspecified reason','I'
701,'Less accurate than usual, unspecified reason. (Used only with old data, for new data see groups 6 and 5)','I'
740,'Probably biased gas/particle ratio','V'
741,'Non refractory AMS concentrations. Dont include compounds that volatalises above 600 deg C','V'
750,'H+ not measured in alkaline sample','M'
760,'Value estimated by summing up the constituents measured','V'
770,'Value above range, data element contains estimated value','V'
771,'Value above range, data element contains upper range limit','V'
780,'Value below detection or quantification limit, data element contains estimated or measured value. Use of flag 147 is encouraged.','V'
781,'Value below detection limit, data element contains detection limit','V'
782,'Low precipitation, concentration estimated','V'
783,'Low precipitation, concentration unknown','M'
784,'Low precipitation, concentration estimated','I'
797,'Data element taken from co-located instrument','V'
798,'Measurement missing (unspecified reason), data element contains estimated value. Considered valid.','V'
799,'Measurement missing (unspecified reason), data element contains estimated value','I'
890,'Concentration in precipitation undefined, no precipitation','M'
899,'Measurement undefined, unspecified reason','M'
900,'Hidden and invalidated by data originator','H'
980,'Missing due to calibration or zero/span check','M'
990,'Precipitation not measured due to snow-fall. Needed for historic data, should not be needed for new data','M'
999,'Missing measurement, unspecified reason','M'
